	mz	charged_formula	selectivity	neutral_formula_mass	ion_relation
C7H8IS_250.938596	250.938596	C7H8IS		C7H7IS_249.93132	M+H[1+]
ClNaSSe_170.854469	170.854469	ClNaSSe		SSe_111.888593	M+NaCl[1+]
C11H9Cl4NNaO2S_381.900086	381.900086	C11H9Cl4NNaO2S		C11H9Cl4NO2S_358.91081	M+Na[1+]
C3H5ClN3O2S_181.978551	181.978551	C3H5ClN3O2S		C3H4ClN3O2S_180.971275	M+H[1+]
C26H51NO6P_504.344816	504.344816	C26H51NO6P		C26H52NO7P_521.34814	M-H2O+H[1+]
C9H17N2O_169.133537	169.133537	C9H17N2O		C9H13NO_151.099714	M+NH4[1+]
C21H27N7O15P3_710.077178	710.077178	C21H27N7O15P3		C21H30N7O17P3_745.091102	M-H4O2+H[1+]
CH5Cl2O_102.971231	102.971231	CH5Cl2O		CH2Cl2_83.953355	M+H2O+H[1+]
C7H8ClKN3O4S2_335.927251	335.927251	C7H8ClKN3O4S2		C7H8ClN3O4S2_296.964475	M+K[1+]
C14H24NO_222.185155	222.185155	C14H24NO		C15H23NO2_249.172879	M-CO+H[1+]
C6H13O4S_181.052906	181.052906	C6H13O4S		C6H12O4S_180.04563	M+H[1+]
C35H69O8P_324.235954	324.235954	C35H69O8P		C35H67O8P_646.457356	M+2H[2+]
C6H11KNOS2_215.990981	215.990981	C6H11KNOS2		C6H11NOS2_177.028205	M+K[1+]
C8H7Cl2N2NaO2S_288.957552	288.957552	C8H7Cl2N2NaO2S		C8H7ClN2O2S_229.991676	M+NaCl[1+]
C7H6ClNaO4_212.992485	212.992485	C7H6ClNaO4		C7H6O4_154.026609	M+NaCl[1+]
C27H32N2O_400.250944	400.250944	C27H32N2O		C28H31N2O3_443.233468	M-CO2+H[1+]
C7H5O5S_200.985185	200.985185	C7H5O5S		C7H6O6S_217.988509	M-H2O+H[1+]
C40(C13)H81N2O6P_729.586076	729.586076	C40(C13)H81N2O6P		C41H81N2O6P_728.583225	M(C13)[1+]
C25H33O9_477.211909	477.211909	C25H33O9		C25H32O9_476.204633	M+H[1+]
C8(C13)H20N_143.162426	143.162426	C8(C13)H20N		C9H19N_141.15175	M(C13)+H[1+]
C37(C13)H64O21_428.698156	428.698156	C37(C13)H64O21		C38H62O21_854.378359	M(C13)+2H[2+]
C15H8Cl4F3NO2_430.925575	430.925575	C15H8Cl4F3NO2		C15H8Cl4F3NO2_430.926124	M[1+]
C15H9ClNO2_270.031681	270.031681	C15H9ClNO2		C15H11ClN2O2_286.050905	M-NH3+H[1+]
C20H24NO2_310.180204	310.180204	C20H24NO2		C20H26N2O2_326.199428	M-NH3+H[1+]
C4H3S_82.995046	82.995046	C4H3S		C4H5NS_99.01427	M-NH3+H[1+]
C29H31N2_407.248254	407.248254	C29H31N2		C30H32N2O2_452.246378	M-HCOOH+H[1+]
C5H12(S34)NS_152.036367	152.036367	C5H12(S34)NS		C5H11NS2_149.033291	M(S34)+H[1+]
C4H8(S34)NS_136.005067	136.005067	C4H8(S34)NS		C4H7NS2_133.001991	M(S34)+H[1+]
C28H49O4_449.362571	449.362571	C28H49O4		C28H46O3_430.344695	M+H2O+H[1+]
C5H6KO5_184.984299	184.984299	C5H6KO5		C5H6O5_146.021523	M+K[1+]
C12H19N2O_207.149225	207.149225	C12H19N2O		C12H18N2O_206.141913	M+H[1+]
C6H8KO9S_294.951679	294.951679	C6H8KO9S		C6H8O9S_255.988903	M+K[1+]
C3H8NaO3S2_178.980762	178.980762	C3H8NaO3S2		C3H8O3S2_155.991486	M+Na[1+]
C28H33O18_219.055014	219.055014	C28H33O18		C28H30O18_654.143214	M+3H[3+]
C48(C13)H85O8P_416.800255	416.800255	C48(C13)H85O8P		C49H83O8P_830.582557	M(C13)+2H[2+]
C14H29N2O6_321.202011	321.202011	C14H29N2O6		C14H25NO6_303.168188	M+NH4[1+]
C9H9NO4P_226.0263	226.0263	C9H9NO4P		C9H12NO6P_261.040224	M-H4O2+H[1+]
C5H3ClF2N2_163.994733	163.994733	C5H3ClF2N2		C5H3ClF2N2_163.995282	M[1+]
C17H28NO_262.216455	262.216455	C17H28NO		C18H27NO2_289.204179	M-CO+H[1+]
C9H3Cl2O_196.955595	196.955595	C9H3Cl2O		C9H5Cl2NO_212.974819	M-NH3+H[1+]
(C13)H2NO2S_92.983475	92.983475	(C13)H2NO2S		CH2NO2S_91.980624	M(C13)[1+]
C8H7NNaO_156.04204	156.04204	C8H7NNaO		C8H7NO_133.052764	M+Na[1+]
C19H38NO5_360.274485	360.274485	C19H38NO5		C19H35NO4_341.256609	M+H2O+H[1+]
C11H13F3N2O4_147.040822	147.040822	C11H13F3N2O4		C11H11F3N2O4_292.067091	M+2H[2+]
C11(C13)H7F6NO2_156.0202	156.0202	C11(C13)H7F6NO2		C12H5F6NO2_309.022448	M(C13)+2H[2+]
C12H25N2O8_325.160542	325.160542	C12H25N2O8		C12H24N2O8_324.153266	M+H[1+]
C13H12N3Na_116.545925	116.545925	C13H12N3Na		C13H11N3_209.095297	M+H+Na[2+]
C16(C13)H27NO3_147.100698	147.100698	C16(C13)H27NO3		C17H25NO3_291.183444	M(C13)+2H[2+]
C7(C13)H15N3O3_202.114192	202.114192	C7(C13)H15N3O3		C8H15N3O3_201.111341	M(C13)[1+]
C18H37N8O4_429.293257	429.293257	C18H37N8O4		C21H40N8O6_500.307081	M-C3H4O2+H[1+]
C13H19N2O_219.149189	219.149189	C13H19N2O		C13H18N2O_218.141913	M+H[1+]
C9H21N6_71.060375	71.060375	C9H21N6		C9H18N6_210.159295	M+3H[3+]
C8H19NNaO18P4_563.944537	563.944537	C8H19NNaO18P4		C8H19NO18P4_540.955261	M+Na[1+]
C16H11BrClNOS_378.942781	378.942781	C16H11BrClNOS		C16H11BrClNOS_378.94333	M[1+]
C10H15N4O17P4_586.937766	586.937766	C10H15N4O17P4		C10H17N5O17P4_602.95699	M-NH3+H[1+]
C8H14N5O2_212.114199	212.114199	C8H14N5O2		C8H10N4O2_194.080376	M+NH4[1+]
C5(C13)H12NO2_131.089655	131.089655	C5(C13)H12NO2		C6H11NO2_129.078979	M(C13)+H[1+]
C9H8N2O5Sb_344.946616	344.946616	C9H8N2O5Sb		C9H5N2O4Sb_325.92874	M+H2O+H[1+]
C16H28NO_250.216455	250.216455	C16H28NO		C17H27NO2_277.204179	M-CO+H[1+]
C56(C13)H101O5_288.922152	288.922152	C56(C13)H101O5		C57H98O5_862.741426	M(C13)+3H[3+]
C39H83N2O6P_353.298889	353.298889	C39H83N2O6P		C39H81N2O6P_704.583225	M+2H[2+]
C7H8ClN2O3S_234.993866	234.993866	C7H8ClN2O3S		C7H7ClN2O3S_233.98659	M+H[1+]
C40H81NO3_623.621096	623.621096	C40H81NO3		C40H81NO3_623.621645	M[1+]
C16H12ClN4Na_159.031888	159.031888	C16H12ClN4Na		C16H11ClN4_294.067224	M+H+Na[2+]
C9H18NS_172.115361	172.115361	C9H18NS		C10H17NOS_199.103085	M-CO+H[1+]
C2HClF5_154.968145	154.968145	C2HClF5		C2ClF5_153.960869	M+H[1+]
C20H29NaO4_357.203606	357.203606	C20H29NaO4		C19H28O2_288.20893	M+HCOONa[1+]
C7H12NO4_174.076133	174.076133	C7H12NO4		C7H14N2O4_190.095357	M-NH3+H[1+]
C4H8ClNaSe_194.944998	194.944998	C4H8ClNaSe		C4H8Se_135.979122	M+NaCl[1+]
C43H85KNO9P_830.567117	830.567117	C43H85KNO9P		C42H84NO7P_745.598541	M+HCOOK[1+]
C9H8NaO2_171.041705	171.041705	C9H8NaO2		C9H8O2_148.052429	M+Na[1+]
C18(C13)H24N5O4_129.061461	129.061461	C18(C13)H24N5O4		C19H21N5O4_383.159354	M(C13)+3H[3+]
C15H23BrN3O6S_452.048459	452.048459	C15H23BrN3O6S		C16H22BrN3O7S_479.036183	M-CO+H[1+]
C16(C13)H19N3_266.160749	266.160749	C16(C13)H19N3		C17H19N3_265.157898	M(C13)[1+]
C9H13N2O6_245.076812	245.076812	C9H13N2O6		C9H12N2O6_244.069536	M+H[1+]
(C13)H2F3O3S_151.970525	151.970525	(C13)H2F3O3S		CHF3O3S_149.959849	M(C13)+H[1+]
C17H12Cl2N4_342.043353	342.043353	C17H12Cl2N4		C17H12Cl2N4_342.043902	M[1+]
C5H8N_82.06509	82.06509	C5H8N		C5H9NO_99.068414	M-H2O+H[1+]
C3H2NaO3S_140.961741	140.961741	C3H2NaO3S		C3H2O3S_117.972465	M+Na[1+]
C19H31NaO5_363.214171	363.214171	C19H31NaO5		C18H30O3_294.219495	M+HCOONa[1+]
C24(C13)H33N6O2_150.089351	150.089351	C24(C13)H33N6O2		C25H30N6O2_446.243024	M(C13)+3H[3+]
C6H12KN2OS2_231.00188	231.00188	C6H12KN2OS2		C6H12N2OS2_192.039104	M+K[1+]
C2ClF3_115.963513	115.963513	C2ClF3		C2ClF3_115.964062	M[1+]
C10H22KN4_237.147223	237.147223	C10H22KN4		C10H22N4_198.184447	M+K[1+]
C13H20N_190.159024	190.159024	C13H20N		C13H16_172.125201	M+NH4[1+]
C45H93N2NaO6P_811.666401	811.666401	C45H93N2NaO6P		C45H93N2O6P_788.677125	M+Na[1+]
C17H14ClFNNaO6_406.04639	406.04639	C17H14ClFNNaO6		C16H13ClFNO4_337.051714	M+HCOONa[1+]
C12H19O_179.143041	179.143041	C12H19O		C12H18O_178.135765	M+H[1+]
C9H5Cl2N4_238.988627	238.988627	C9H5Cl2N4		C9H7Cl2N5_255.007851	M-NH3+H[1+]
C8H10NO2_152.070605	152.070605	C8H10NO2		C8H9NO2_151.063329	M+H[1+]
C6H9Br4_396.743226	396.743226	C6H9Br4		C6H8Br4_395.73595	M+H[1+]
C8H11(S34)N2_169.059545	169.059545	C8H11(S34)N2		C8H10N2S_166.056469	M(S34)+H[1+]
C18H13Br2N4O2_474.939976	474.939976	C18H13Br2N4O2		C18H12Br2N4O2_473.9327	M+H[1+]
C39H69_537.539408	537.539408	C39H69		C42H72O2_608.553232	M-C3H4O2+H[1+]
C10H15N4O8P_175.030826	175.030826	C10H15N4O8P		C10H13N4O8P_348.0471	M+2H[2+]
C2(C13)H5NO3_104.029794	104.029794	C2(C13)H5NO3		C3H5NO3_103.026943	M(C13)[1+]
C14H8NaO9_343.006108	343.006108	C14H8NaO9		C14H8O9_320.016832	M+Na[1+]
C12H28N_186.221624	186.221624	C12H28N		C12H24_168.187801	M+NH4[1+]
C5H7N2O3_143.045118	143.045118	C5H7N2O3		C5H6N2O3_142.037842	M+H[1+]
C7H8(Cl37)N2O3S_236.991066	236.991066	C7H8(Cl37)N2O3S		C7H7ClN2O3S_233.98659	M(Cl37)+H[1+]
C15H18N3NaO3_312.131838	312.131838	C15H18N3NaO3		C14H17N3O_243.137162	M+HCOONa[1+]
C6H13ClNNa_158.070675	158.070675	C6H13ClNNa		C6H13N_99.104799	M+NaCl[1+]
C19(C13)H30N10O22P5_918.025271	918.025271	C19(C13)H30N10O22P5		C20H29N10O22P5_916.014595	M(C13)+H[1+]
C35H52O5_552.380926	552.380926	C35H52O5		C35H52O5_552.381475	M[1+]
C28H55NO7P_548.371066	548.371066	C28H55NO7P		C28H54NO7P_547.36379	M+H[1+]
C4H5N2_81.044689	81.044689	C4H5N2		C4H6N2O_98.048013	M-H2O+H[1+]
C41H82N2O6P_729.590501	729.590501	C41H82N2O6P		C41H81N2O6P_728.583225	M+H[1+]
C12(C13)H16N3O2_247.127103	247.127103	C12(C13)H16N3O2		C13H15N3O2_245.116427	M(C13)+H[1+]
C26H52N2O7P_535.350662	535.350662	C26H52N2O7P		C26H48NO7P_517.316839	M+NH4[1+]
C91(C13)H165N3O39_968.552162	968.552162	C91(C13)H165N3O39		C92H163N3O39_1934.086372	M(C13)+2H[2+]
C18H29O2_277.216206	277.216206	C18H29O2		C18H28O2_276.20893	M+H[1+]
C41(C13)H78NO7P_370.276946	370.276946	C41(C13)H78NO7P		C42H76NO7P_737.53594	M(C13)+2H[2+]
C24H34O8_225.112135	225.112135	C24H34O8		C24H32O8_448.209718	M+2H[2+]
C4H11N2O2_119.081504	119.081504	C4H11N2O2		C4H10N2O2_118.074228	M+H[1+]
C5H9KNO3S_201.99309	201.99309	C5H9KNO3S		C5H9NO3S_163.030314	M+K[1+]
C16H25N2NaO3_158.087623	158.087623	C16H25N2NaO3		C16H24N2O3_292.178693	M+H+Na[2+]
C7H5Cl2NO2_204.969185	204.969185	C7H5Cl2NO2		C7H5Cl2NO2_204.969734	M[1+]
C22H48NO2_358.367954	358.367954	C22H48NO2		C22H44O2_340.334131	M+NH4[1+]
C8H5ClN2O4S_259.965306	259.965306	C8H5ClN2O4S		C8H5ClN2O4S_259.965855	M[1+]
C19H17Cl3N2NaS_433.007078	433.007078	C19H17Cl3N2NaS		C19H17Cl3N2S_410.017802	M+Na[1+]
C13H3Cl4F11NO_537.87876	537.87876	C13H3Cl4F11NO		C13H2Cl4F11NO_536.871484	M+H[1+]
C3H6O4P_136.999751	136.999751	C3H6O4P		C3H9O6P_172.013675	M-H4O2+H[1+]
C19H24ClN2Na_169.075764	169.075764	C19H24ClN2Na		C19H23ClN2_314.154976	M+H+Na[2+]
C14H9S2_241.013947	241.013947	C14H9S2		C14H12O2S2_276.027871	M-H4O2+H[1+]
C11H12KN2O2_243.052654	243.052654	C11H12KN2O2		C11H12N2O2_204.089878	M+K[1+]
C42H74NO5_672.556148	672.556148	C42H74NO5		C42H70O5_654.522325	M+NH4[1+]
C28H33N2O2_143.084186	143.084186	C28H33N2O2		C28H30N2O2_426.230728	M+3H[3+]
C9H16NaO8PS2_370.999442	370.999442	C9H16NaO8PS2		C8H15O6PS2_302.004766	M+HCOONa[1+]
C5H13N2O2_133.097154	133.097154	C5H13N2O2		C5H12N2O2_132.089878	M+H[1+]
C5H7ClN2S_162.001298	162.001298	C5H7ClN2S		C5H7ClN2S_162.001847	M[1+]
C4H12NO_90.091338	90.091338	C4H12NO		C4H8O_72.057515	M+NH4[1+]
C7H6NaO2S_176.998126	176.998126	C7H6NaO2S		C7H6O2S_154.00885	M+Na[1+]
C7H12ClIN3O4_363.955596	363.955596	C7H12ClIN3O4		C7H9ClIN3O3_344.93772	M+H2O+H[1+]
C17H15N5O_305.127111	305.127111	C17H15N5O		C17H15N5O_305.12766	M[1+]
C36H76N_522.597227	522.597227	C36H76N		C36H75N_521.589951	M+H[1+]
C9H16NaO2_179.104306	179.104306	C9H16NaO2		C9H16O2_156.11503	M+Na[1+]
C9H15NaO3_195.099141	195.099141	C9H15NaO3		C8H14O_126.104465	M+HCOONa[1+]
C16H17ClN3NaO4_186.539743	186.539743	C16H17ClN3NaO4		C16H16ClN3O4_349.082934	M+H+Na[2+]
C12H23N2O_211.180487	211.180487	C12H23N2O		C12H19NO_193.146664	M+NH4[1+]
C37H71N4O15P2_873.438565	873.438565	C37H71N4O15P2		C37H67N3O15P2_855.404742	M+NH4[1+]
C40H58O3_293.218749	293.218749	C40H58O3		C40H56O3_584.422946	M+2H[2+]
C4(C13)H11AsO2_179.000352	179.000352	C4(C13)H11AsO2		C5H11AsO2_177.997501	M(C13)[1+]
C9H11(S34)N4O2S_273.027593	273.027593	C9H11(S34)N4O2S		C9H10N4O2S2_270.024517	M(S34)+H[1+]
C4H10NaS3_176.983738	176.983738	C4H10NaS3		C4H10S3_153.994462	M+Na[1+]
CH4KO5P_166.950557	166.950557	CH4KO5P		H3O3P_81.981981	M+HCOOK[1+]
C11H18N_164.143376	164.143376	C11H18N		C11H17N_163.1361	M+H[1+]
C6H3O2S_138.984755	138.984755	C6H3O2S		C6H6O4S_173.998679	M-H4O2+H[1+]
C26(C13)H33O17_210.057776	210.057776	C26(C13)H33O17		C27H30O17_626.1483	M(C13)+3H[3+]
C15H21NaO4_144.066356	144.066356	C15H21NaO4		C15H20O4_264.136159	M+H+Na[2+]
C3H3BrClFNaO2_226.888176	226.888176	C3H3BrClFNaO2		C3H3BrClFO2_203.8989	M+Na[1+]
CH4KNO5S_181.95194	181.95194	CH4KNO5S		H3NO3S_96.983364	M+HCOOK[1+]
C6H6N2O3P_185.010984	185.010984	C6H6N2O3P		C6H9N2O5P_220.024908	M-H4O2+H[1+]
C22H27O12_161.049535	161.049535	C22H27O12		C22H24O12_480.126776	M+3H[3+]
C7H7Cl2Na_184.989504	184.989504	C7H7Cl2Na		C7H7Cl_126.023628	M+NaCl[1+]
C5H8N5OS_186.044442	186.044442	C5H8N5OS		C5H5N5S_167.026566	M+H2O+H[1+]
C31H49O2_151.12387	151.12387	C31H49O2		C31H46O2_450.349781	M+3H[3+]
C10H12NO3_194.081205	194.081205	C10H12NO3		C10H11NO3_193.073893	M+H[1+]
C6H12NO7_210.060863	210.060863	C6H12NO7		C6H9NO6_191.042987	M+H2O+H[1+]
C3H9O7S_189.006385	189.006385	C3H9O7S		C3H6O6S_169.988509	M+H2O+H[1+]
C5H7KO5_187.00027	187.00027	C5H7KO5		C4H6O3_102.031694	M+HCOOK[1+]
C12H23O4_231.159085	231.159085	C12H23O4		C12H22O4_230.151809	M+H[1+]
C15(C13)H10O10S_395.002319	395.002319	C15(C13)H10O10S		C16H10O10S_393.999468	M(C13)[1+]
C52(C13)H89O23_364.860339	364.860339	C52(C13)H89O23		C53H86O23_1090.555989	M(C13)+3H[3+]
C15H11Cl3IN3NaO3_535.880346	535.880346	C15H11Cl3IN3NaO3		C15H11Cl3IN3O3_512.89107	M+Na[1+]
C9H22NO3_192.159334	192.159334	C9H22NO3		C10H21NO4_219.147058	M-CO+H[1+]
C5H7O7S_210.990779	210.990779	C5H7O7S		C6H8O9S_255.988903	M-HCOOH+H[1+]
C25(C13)H40N5O2_151.773251	151.773251	C25(C13)H40N5O2		C26H37N5O2_451.294725	M(C13)+3H[3+]
C8H9N4S_193.054272	193.054272	C8H9N4S		C11H12N4O2S_264.068096	M-C3H4O2+H[1+]
C4H4FKN3O_167.996616	167.996616	C4H4FKN3O		C4H4FN3O_129.03384	M+K[1+]
C18H22NO3_300.15942	300.15942	C18H22NO3		C18H21NO3_299.152144	M+H[1+]
C5(C13)H14O6S2_247.026031	247.026031	C5(C13)H14O6S2		C6H14O6S2_246.02318	M(C13)[1+]
H4O4P_98.984171	98.984171	H4O4P		H3O4P_97.976895	M+H[1+]
C27H54N5O4_512.417031	512.417031	C27H54N5O4		C27H53N5O4_511.409755	M+H[1+]
C4H7O_71.049141	71.049141	C4H7O		C4H6O_70.041865	M+H[1+]
C6H2ClO3_156.968662	156.968662	C6H2ClO3		C6H3ClO4_173.971986	M-H2O+H[1+]
C19H35NaO6_383.240386	383.240386	C19H35NaO6		C18H34O4_314.24571	M+HCOONa[1+]
C16H26NO2_264.195805	264.195805	C16H26NO2		C16H25NO2_263.188529	M+H[1+]
C18H23NaO2_147.079266	147.079266	C18H23NaO2		C18H22O2_270.16198	M+H+Na[2+]
C24H34N5O4_456.260495	456.260495	C24H34N5O4		C24H35N5O5_473.263819	M-H2O+H[1+]
C18H34O3_149.124849	149.124849	C18H34O3		C18H32O3_296.235145	M+2H[2+]
C14H7Br2NNaO2_401.873626	401.873626	C14H7Br2NNaO2		C14H7Br2NO2_378.88435	M+Na[1+]
C5H4KN4O3_206.991116	206.991116	C5H4KN4O3		C5H4N4O3_168.02834	M+K[1+]
C9H13NaO6S_136.016006	136.016006	C9H13NaO6S		C9H12O6S_248.035459	M+H+Na[2+]
C11H18O2_182.130131	182.130131	C11H18O2		C11H18O2_182.13068	M[1+]
C13H18N2_101.072951	101.072951	C13H18N2		C13H16N2_200.131349	M+2H[2+]
C10(C13)H21N5O13P3_175.012141	175.012141	C10(C13)H21N5O13P3		C11H18N5O13P3_521.011395	M(C13)+3H[3+]
C8H9N2_133.075954	133.075954	C8H9N2		C8H12N2O2_168.089878	M-H4O2+H[1+]
C7H3F15IO2_530.893306	530.893306	C7H3F15IO2		C7F15IO_511.87543	M+H2O+H[1+]
C6H10O5_162.052274	162.052274	C6H10O5		C6H10O5_162.052823	M[1+]
C5H11O3_119.07027	119.07027	C5H11O3		C5H10O3_118.062994	M+H[1+]
C2H7O2S2_126.988197	126.988197	C2H7O2S2		C2H6O2S2_125.980921	M+H[1+]
C39H77N2NaO6P_723.541201	723.541201	C39H77N2NaO6P		C39H77N2O6P_700.551925	M+Na[1+]
C43H73KO5_709.516722	709.516722	C43H73KO5		C42H72O3_624.548146	M+HCOOK[1+]
C10H11N4NaO4S2_339.019193	339.019193	C10H11N4NaO4S2		C9H10N4O2S2_270.024517	M+HCOONa[1+]
C2(C13)H5O6P_168.985225	168.985225	C2(C13)H5O6P		C3H5O6P_167.982374	M(C13)[1+]
C31(C13)H39NO4_502.29076	502.29076	C31(C13)H39NO4		C32H39NO4_501.287909	M(C13)[1+]
C9(C13)H17_138.135877	138.135877	C9(C13)H17		C10H16_136.125201	M(C13)+H[1+]
C5H9NNaO2_138.052605	138.052605	C5H9NNaO2		C5H9NO2_115.063329	M+Na[1+]
C5H5O_81.03342	81.03342	C5H5O		C5H8O3_116.047344	M-H4O2+H[1+]
C15H13O17S3_560.930974	560.930974	C15H13O17S3		C15H10O16S3_541.913098	M+H2O+H[1+]
C13H9O5_245.044449	245.044449	C13H9O5		C13H8O5_244.037173	M+H[1+]
C4H10Cl2NPS_204.964314	204.964314	C4H10Cl2NPS		C4H10Cl2NPS_204.964863	M[1+]
C3H5NaO8S_224.967535	224.967535	C3H5NaO8S		C2H4O6S_155.972859	M+HCOONa[1+]
C47(C13)H81O10P_424.779519	424.779519	C47(C13)H81O10P		C48H79O10P_846.541086	M(C13)+2H[2+]
C21H41N5O7_475.30005	475.30005	C21H41N5O7		C21H41N5O7_475.300599	M[1+]
C17H16Cl2NO2_336.055339	336.055339	C17H16Cl2NO2		C18H17Cl2NO4_381.053463	M-HCOOH+H[1+]
C9H18NaO2_181.119956	181.119956	C9H18NaO2		C9H18O2_158.13068	M+Na[1+]
C5H4ClNNa_135.992503	135.992503	C5H4ClNNa		C5H4ClN_113.003227	M+Na[1+]
C13H7Cl6NaO2_213.923224	213.923224	C13H7Cl6NaO2		C13H6Cl6O2_403.849896	M+H+Na[2+]
C24H38NO2_372.289735	372.289735	C24H38NO2		C25H37NO4_415.272259	M-CO2+H[1+]
C46H94KN2O8P_873.645701	873.645701	C46H94KN2O8P		C45H93N2O6P_788.677125	M+HCOOK[1+]
C3H5O7P_183.97674	183.97674	C3H5O7P		C3H5O7P_183.977289	M[1+]
C2H7BrN_123.975636	123.975636	C2H7BrN		C2H6BrN_122.96836	M+H[1+]
C12H27O5_251.185215	251.185215	C12H27O5		C13H26O6_278.172939	M-CO+H[1+]
C40H46N4NaO8_733.32084	733.32084	C40H46N4NaO8		C40H46N4O8_710.331564	M+Na[1+]
C41H81NO11P_794.554211	794.554211	C41H81NO11P		C41H78NO10P_775.536335	M+H2O+H[1+]
C11H6F17INa_610.913556	610.913556	C11H6F17INa		C11H6F17I_587.92428	M+Na[1+]
C11H3O2_167.012685	167.012685	C11H3O2		C11H6O4_202.026609	M-H4O2+H[1+]
C59(C13)H117O6_311.628857	311.628857	C59(C13)H117O6		C60H114O6_930.861541	M(C13)+3H[3+]
C25H36N3O7S_522.226877	522.226877	C25H36N3O7S		C28H39N3O9S_593.240701	M-C3H4O2+H[1+]
C5H9S3_164.986053	164.986053	C5H9S3		C5H10OS3_181.989377	M-H2O+H[1+]
H6AsO2_112.957741	112.957741	H6AsO2		CH5AsO3_139.945465	M-CO+H[1+]
C5H8N3O2_142.061138	142.061138	C5H8N3O2		C5H5N3O_123.043262	M+H2O+H[1+]
C32H26Hg2NaO9_981.088246	981.088246	C32H26Hg2NaO9		C32H26Hg2O9_958.09897	M+Na[1+]
C31H51O2S2_173.110467	173.110467	C31H51O2S2		C31H48O2S2_516.309572	M+3H[3+]
C5H15O11P2_313.008325	313.008325	C5H15O11P2		C6H14O12P2_339.996049	M-CO+H[1+]
C10H8NaO_167.046791	167.046791	C10H8NaO		C10H8O_144.057515	M+Na[1+]
C19H37O2_297.278806	297.278806	C19H37O2		C19H36O2_296.27153	M+H[1+]
C16(C13)H26N3O2S_337.177424	337.177424	C16(C13)H26N3O2S		C17H25N3O2S_335.166748	M(C13)+H[1+]
C22H29Cl2NaO4_225.066509	225.066509	C22H29Cl2NaO4		C22H28Cl2O4_426.136465	M+H+Na[2+]
C22(C13)H22F7N4O3_536.160864	536.160864	C22(C13)H22F7N4O3		C23H21F7N4O3_534.150188	M(C13)+H[1+]
C4(C13)H10NO_101.07909	101.07909	C4(C13)H10NO		C5H9NO_99.068414	M(C13)+H[1+]
C4H7BrCl_168.941416	168.941416	C4H7BrCl		C4H6BrCl_167.93414	M+H[1+]
C10H15NO14P3_465.970039	465.970039	C10H15NO14P3		C10H17N2O14P3_481.989263	M-NH3+H[1+]
C11H12N2OS_220.066485	220.066485	C11H12N2OS		C11H12N2OS_220.067034	M[1+]
C23H21N2NaO4S_222.055465	222.055465	C23H21N2NaO4S		C23H20N2O4S_420.114378	M+H+Na[2+]
C6H14NaO10P2_330.995496	330.995496	C6H14NaO10P2		C6H14O10P2_308.00622	M+Na[1+]
C28H40NO3_438.300349	438.300349	C28H40NO3		C29H41NO5_483.298473	M-HCOOH+H[1+]
C16H30NO5_316.211847	316.211847	C16H30NO5		C16H26O5_298.178024	M+NH4[1+]
C36H67O5_579.498301	579.498301	C36H67O5		C36H66O5_578.491025	M+H[1+]
C7H5ClN2S_183.985648	183.985648	C7H5ClN2S		C7H5ClN2S_183.986197	M[1+]
C44H81NO9P_798.564381	798.564381	C44H81NO9P		C44H78NO8P_779.546505	M+H2O+H[1+]
C6H13O2_117.091006	117.091006	C6H13O2		C6H12O2_116.08373	M+H[1+]
C7H5O6S_216.9801	216.9801	C7H5O6S		C7H6O7S_233.983424	M-H2O+H[1+]
C13H18N2O3S_141.051358	141.051358	C13H18N2O3S		C13H16N2O3S_280.088163	M+2H[2+]
C5H7ClO3S_181.979894	181.979894	C5H7ClO3S		C5H7ClO3S_181.980443	M[1+]
C3(C13)H5NO4S_163.996779	163.996779	C3(C13)H5NO4S		C4H5NO4S_162.993928	M(C13)[1+]
C3H5ClNNaO2_145.997904	145.997904	C3H5ClNNaO2		C3H5NO2_87.032028	M+NaCl[1+]
C7H4ClNS2_200.94682	200.94682	C7H4ClNS2		C7H4ClNS2_200.947369	M[1+]
C5H11NNaO_124.07334	124.07334	C5H11NNaO		C5H11NO_101.084064	M+Na[1+]
C15H12I4NNaO4_400.341617	400.341617	C15H12I4NNaO4		C15H11I4NO4_776.686682	M+H+Na[2+]
C5H8NO3_130.049869	130.049869	C5H8NO3		C5H7NO3_129.042593	M+H[1+]
C7H14KO12P_360.993209	360.993209	C7H14KO12P		C6H13O10P_276.024633	M+HCOOK[1+]
C8H17O2_145.122306	145.122306	C8H17O2		C8H16O2_144.11503	M+H[1+]
C9(C13)H17N5O10P2S_231.009719	231.009719	C9(C13)H17N5O10P2S		C10H15N5O10P2S_459.001485	M(C13)+2H[2+]
C23H29F3N2OS_219.097086	219.097086	C23H29F3N2OS		C23H27F3N2OS_436.179619	M+2H[2+]
C43H85NO8P_774.600732	774.600732	C43H85NO8P		C43H84NO8P_773.593456	M+H[1+]
C12H2Cl8Na_448.755748	448.755748	C12H2Cl8Na		C12H2Cl8_425.766472	M+Na[1+]
H5O7P2_178.950502	178.950502	H5O7P2		H4O7P2_177.943226	M+H[1+]
C10H19N3O5_261.131922	261.131922	C10H19N3O5		C10H19N3O5_261.132471	M[1+]
C8H16O_128.119566	128.119566	C8H16O		C8H16O_128.120115	M[1+]
C5H9NaO2S2_189.001418	189.001418	C5H9NaO2S2		C4H8S2_120.006742	M+HCOONa[1+]
H5O4Se_148.934792	148.934792	H5O4Se		H2O3Se_129.916916	M+H2O+H[1+]
